,sentiment_score,Economy - Monetary,Financial Markets,Earnings,Mergers & Acquisitions,Technology,Finance,Real Estate & Construction,Energy & Transportation,Economy - Fiscal,Retail & Wholesale,Manufacturing,Blockchain,Life Sciences,IPO,Economy - Macro,open,high,low,close,volume
2022-01-26,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,307.0100,307.5100,290.8500,294.6300,28348801
2022-01-27,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,297.7520,301.7090,294.2600,294.6400,21629922
2022-01-28,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,295.6204,301.9000,293.0333,301.7100,21871620
2022-01-31,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,300.6800,313.7900,299.3200,313.2600,21579474
2022-02-01,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,314.5550,319.6598,312.1200,319.0000,18023796
2022-02-02,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,327.8200,328.0000,316.8747,323.0000,58458280
2022-02-03,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,244.6450,248.0000,235.7450,237.7600,188119925
2022-02-04,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,234.9700,242.6099,230.1100,237.0900,89342247
2022-02-07,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,237.7000,238.3000,224.0100,224.9100,88613826
2022-02-08,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,220.8500,225.7700,216.1500,220.1800,94729672
2022-02-09,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,224.2000,233.3700,222.2100,232.0000,86563275
2022-02-10,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,228.2700,235.0000,226.7000,228.0700,49310356
2022-02-11,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,228.4600,230.4200,218.7701,219.5500,46156943
2022-02-14,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,219.3100,221.0000,214.7800,217.7000,38184035
2022-02-15,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,220.4700,221.1500,215.0600,221.0000,42685473
2022-02-16,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,212.4100,217.4600,212.3600,216.5400,45817457
2022-02-17,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,214.0200,217.5000,207.1601,207.7100,38747533
2022-02-18,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,209.3900,210.7500,205.1800,206.1600,37128438
2022-02-22,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,202.3400,207.4800,200.0600,202.0800,39703994
2022-02-23,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,204.1600,206.9400,198.0500,198.4500,44481359
2022-02-24,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,191.0600,208.3500,190.2200,207.6000,49957167
2022-02-25,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,204.9400,211.3200,203.1800,210.4800,37627551
2022-02-28,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,207.6750,213.1508,206.8300,211.0300,34239803
2022-03-01,-0.12326546913580247,0.41484833333333343,0.4977029767441859,0.6568448275862069,0.158519,0.6864583124999999,0.6760416249999999,0.44000000000000006,0.67,0.158519,0.5958333333333333,0.571212090909091,0.44580460000000005,0.46666675,0.158519,0.28037819999999997,209.8700,211.7517,202.2200,203.4900,27094902
2022-03-02,-0.1400664653465346,0.5954365227272723,0.5230109259259257,0.7362285882352941,0.158519,0.6474999499999999,0.613157842105263,0.425,0.6435896923076923,0.20734816666666667,0.44259255555555554,0.5756943749999999,0.5731243,0.26666650000000003,0.158519,0.28037819999999997,204.7750,209.1500,202.0200,208.1100,29452147
2022-03-03,-0.08648181021897809,0.4726767142857141,0.5059664651162792,0.5721050222222223,0.2987655,0.5231921481481481,0.6711734285714285,0.33571425,0.6091269166666667,0.1775595,0.6119046842105264,0.5694884814814815,0.4406838571428572,0.542619,0.24757880000000002,0.158519,209.0150,209.0800,201.4200,202.9700,27263524
2022-03-04,-0.01320185220729369,0.47156490123456707,0.48567996756756815,0.7240092425149703,0.2134096315789474,0.6829670109890109,0.7664772613636363,0.7444444166666667,0.8441176323529412,0.158519,0.6823412380952382,0.7509803697478991,0.5110020434782608,0.7373015555555557,0.20773726666666673,0.158519,202.3700,205.8900,198.7900,200.0600,32146264
2022-03-05,-0.15661390909090908,0.43012375675675685,0.4385105399999999,0.4287331153846155,0.23273549999999998,0.6423809142857142,0.6155555333333332,0.43333325,0.5030302727272727,0.158519,0.6314814444444444,0.6359999599999999,0.35074425,0.375,0.20773726666666673,0.158519,202.3700,205.8900,198.7900,200.0600,32146264
2022-03-06,-0.06226258,0.5088004,0.6024123333333332,0.41750065000000003,0.23273549999999998,0.42037022222222226,0.6425925555555555,0.2916665,0.4875,0.158519,0.5888888333333333,0.476923,0.682689,0.39583325,0.158519,0.158519,202.3700,205.8900,198.7900,200.0600,32146264
2022-03-07,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,200.7900,200.8900,187.2800,187.4700,38560609
2022-03-08,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,187.8500,196.7000,186.1100,190.2900,37508149
2022-03-09,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,195.7400,199.1000,193.9200,198.5000,31894695
2022-03-10,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,194.8400,196.2800,191.0680,195.2100,24852975
2022-03-11,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,192.6350,193.5600,186.6700,187.6100,34694534
2022-03-14,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,187.0300,192.2900,185.8200,186.6300,31010462
2022-03-15,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,190.8000,192.2800,185.9110,192.0300,31721682
2022-03-16,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,194.7000,203.7300,194.5200,203.6300,40640264
2022-03-17,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,201.7000,208.0400,201.1100,207.8400,29499681
2022-03-18,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,206.7000,216.8000,206.0000,216.4900,51235040
2022-03-21,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,214.5000,214.7100,207.6300,211.4900,29072837
2022-03-22,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,211.3700,219.4600,210.1800,216.6500,31794933
2022-03-23,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,213.3300,216.7988,212.1600,213.4600,23717321
2022-03-24,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,215.0000,220.6700,214.7900,219.5700,31502314
2022-03-25,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,220.5100,225.5000,218.8901,221.8200,39854786
2022-03-28,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,222.1300,224.0400,219.5400,223.5900,26224141
2022-03-29,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,226.0700,230.8900,225.2900,229.8600,31417857
2022-03-30,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,228.9100,231.1510,226.7100,227.8500,25588046
2022-03-31,0.0038263392484342348,0.34948573049645315,0.47754708965517356,0.6024400435967322,0.24290281428571428,0.7368701493775937,0.6674602866666669,0.6443845094339622,0.6571006637168142,0.23820206666666674,0.6128295537190083,0.6485743209876548,0.5510650833333331,0.6817031081081081,0.1876245161290323,0.17838734782608698,228.4500,228.4900,222.2600,222.3600,24192266
2022-04-01,-0.028591785714285715,0.24991339999999998,0.5962066206896552,0.7110903,0.24290281428571428,0.8333332999999999,0.75,0.5,0.333333,0.158519,1.0,0.9285714285714286,0.6191626666666666,0.6111110000000001,0.563105,0.158519,224.5500,227.2800,222.7000,224.8500,19544758
2022-04-02,-0.029695649253731363,0.3875473623188402,0.5759912146118731,0.5344744747474746,0.224801,0.6973270000000003,0.6714284897959183,0.5594202173913043,0.5901234074074073,0.18515309090909093,0.5271738260869564,0.663759627906977,0.5911101090909088,0.5897058235294116,0.3175450000000001,0.158519,224.5500,227.2800,222.7000,224.8500,19544758
2022-04-03,-0.046864793650793685,0.4356032911392399,0.5150440098039225,0.5355374099999998,0.2960271666666667,0.7365978865979383,0.6805554791666667,0.6798245263157895,0.7530302727272726,0.17755949999999998,0.5924730322580645,0.740547223880597,0.5628030909090906,0.6321427499999999,0.3372698461538462,0.158519,224.5500,227.2800,222.7000,224.8500,19544758
2022-04-04,-0.025388940909090912,0.4784634210526313,0.5547330975609756,0.42104623076923076,0.1396415,0.75333332,0.9059828974358973,0.6,0.6388888333333334,0.17236663636363636,0.6944444444444444,0.8076923076923077,0.4843898823529412,0.9166666666666666,0.1910717777777778,0.15851900000000002,225.9800,234.3510,225.8600,233.8900,28100826
2022-04-05,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,234.0800,236.8600,231.0200,231.8400,29525086
2022-04-06,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,226.9100,228.9899,221.4050,223.3000,28995080
2022-04-07,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,223.9300,225.5200,218.5600,222.9500,21037187
2022-04-08,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,222.3800,225.1300,220.0283,222.3300,18375711
2022-04-11,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,218.4200,220.6100,215.2198,216.4600,20516586
2022-04-12,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,220.2350,222.0300,213.1300,214.1400,20128827
2022-04-13,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,211.8200,216.6100,211.3300,214.9900,19231816
2022-04-14,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,214.8900,214.9900,210.0000,210.1800,18379455
2022-04-18,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,210.0000,213.3800,208.3000,210.7700,16580792
2022-04-19,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,210.5200,218.4299,209.0000,217.3100,20089871
2022-04-20,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,213.6050,214.1600,198.9200,200.4200,42859593
2022-04-21,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,201.6000,202.9650,185.5800,188.0700,49954078
2022-04-22,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,190.3700,192.7200,183.2700,184.1100,36426769
2022-04-25,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,182.7300,187.1800,181.6550,186.9900,29281060
2022-04-26,0.002355544057377064,0.38291740935672414,0.4860535078809121,0.5261196038647347,0.2022651034482759,0.7251342293233082,0.6979024603174603,0.6137720980392155,0.7534892931034483,0.17755950000000006,0.6408630375000004,0.6393522173913044,0.5287461954022984,0.7582648850574714,0.2783300625000001,0.18898380000000004,186.6300,187.1850,179.5000,180.9500,30872853
